timeReceived,version,timeIssued,type,id,label
1522768407409,1,1522768407405,TASK_START,10000,10000
1522768440801,1,1522768440757,BASELINE_START,20000,20000
1522768620806,1,1522768620761,BASELINE_END,20000,20000
1522768620849,1,1522768620763,BREAK_START,1000,1000
1522768650809,1,1522768650765,BREAK_END,1000,1000
1522768650850,1,1522768650767,TRAINING_START,0,2
1522768680820,1,1522768680777,TRAINING_END,0,2
1522768680861,1,1522768680779,BREAK_START,1001,1001
1522768710824,1,1522768710781,BREAK_END,1001,1001
1522768710866,1,1522768710781,TRAINING_START,1,2
1522768740834,1,1522768740792,TRAINING_END,1,2
1522768740875,1,1522768740793,BREAK_START,1002,1002
1522768770839,1,1522768770793,BREAK_END,1002,1002
1522768770881,1,1522768770795,TRAINING_START,2,0
1522768800847,1,1522768800805,TRAINING_END,2,0
1522768800888,1,1522768800806,BREAK_START,1003,1003
1522768830851,1,1522768830807,BREAK_END,1003,1003
1522768830892,1,1522768830808,TRAINING_START,3,0
1522768860861,1,1522768860818,TRAINING_END,3,0
1522768860902,1,1522768860820,BREAK_START,1004,1004
1522768890868,1,1522768890822,BREAK_END,1004,1004
1522768890910,1,1522768890823,TRAINING_START,4,0
1522768920874,1,1522768920833,TRAINING_END,4,0
1522768920915,1,1522768920834,BREAK_START,1005,1005
1522768950880,1,1522768950835,BREAK_END,1005,1005
1522768950922,1,1522768950836,TRAINING_START,5,2
1522768980890,1,1522768980846,TRAINING_END,5,2
1522768980931,1,1522768980848,BREAK_START,1006,1006
1522769010892,1,1522769010850,BREAK_END,1006,1006
1522769010934,1,1522769010851,TRAINING_START,6,0
1522769040903,1,1522769040860,TRAINING_END,6,0
1522769040945,1,1522769040862,BREAK_START,1007,1007
1522769070906,1,1522769070862,BREAK_END,1007,1007
1522769070948,1,1522769070864,TRAINING_START,7,2
1522769100916,1,1522769100874,TRAINING_END,7,2
1522769100957,1,1522769100875,BREAK_START,1008,1008
1522769130923,1,1522769130877,BREAK_END,1008,1008
1522769130964,1,1522769130880,TRAINING_START,8,2
1522769160932,1,1522769160890,TRAINING_END,8,2
1522769160973,1,1522769160891,BREAK_START,1009,1009
1522769190936,1,1522769190893,BREAK_END,1009,1009
1522769190978,1,1522769190893,TRAINING_START,9,0
1522769220945,1,1522769220903,TRAINING_END,9,0
1522769220986,1,1522769220904,BREAK_START,1010,1010
1522769250949,1,1522769250905,BREAK_END,1010,1010
1522769250991,1,1522769250907,TRAINING_START,10,0
1522769280958,1,1522769280916,TRAINING_END,10,0
1522769280999,1,1522769280917,BREAK_START,1011,1011
1522769310961,1,1522769310918,BREAK_END,1011,1011
1522769311002,1,1522769310919,TRAINING_START,11,2
1522769340971,1,1522769340928,TRAINING_END,11,2
1522769341013,1,1522769340929,BREAK_START,1012,1012
1522769370974,1,1522769370932,BREAK_END,1012,1012
1522769371016,1,1522769370933,TRAINING_START,12,2
1522769400991,1,1522769400947,TRAINING_END,12,2
1522769401033,1,1522769400949,BREAK_START,1013,1013
1522769430994,1,1522769430950,BREAK_END,1013,1013
1522769431035,1,1522769430951,TRAINING_START,13,2
1522769461004,1,1522769460962,TRAINING_END,13,2
1522769461045,1,1522769460963,BREAK_START,1014,1014
1522769491009,1,1522769490964,BREAK_END,1014,1014
1522769491051,1,1522769490966,TRAINING_START,14,0
1522769521019,1,1522769520975,TRAINING_END,14,0
1522769521061,1,1522769520977,BREAK_START,1015,1015
1522769551023,1,1522769550978,BREAK_END,1015,1015
1522769551065,1,1522769550981,TRAINING_START,15,0
1522769581032,1,1522769580990,TRAINING_END,15,0
1522769581073,1,1522769580990,BREAK_START,1016,1016
1522769611035,1,1522769610992,BREAK_END,1016,1016
1522769611076,1,1522769610993,TRAINING_START,16,0
1522769641044,1,1522769641003,TRAINING_END,16,0
1522769641085,1,1522769641004,BREAK_START,1017,1017
1522769671048,1,1522769671005,BREAK_END,1017,1017
1522769671089,1,1522769671007,TRAINING_START,17,0
1522769701063,1,1522769701016,TRAINING_END,17,0
1522769701104,1,1522769701020,BREAK_START,1018,1018
1522769731065,1,1522769731021,BREAK_END,1018,1018
1522769731106,1,1522769731022,TRAINING_START,18,2
1522769761075,1,1522769761033,TRAINING_END,18,2
1522769761116,1,1522769761034,BREAK_START,1019,1019
1522769791078,1,1522769791035,BREAK_END,1019,1019
1522769791119,1,1522769791037,TRAINING_START,19,2
1522769821088,1,1522769821046,TRAINING_END,19,2
1522769821129,1,1522769821046,BREAK_START,1020,1020
1522769851092,1,1522769851048,BREAK_END,1020,1020
1522769851133,1,1522769851050,TRAINING_START,20,2
1522769881103,1,1522769881060,TRAINING_END,20,2
1522769881145,1,1522769881061,BREAK_START,1021,1021
1522769911104,1,1522769911062,BREAK_END,1021,1021
1522769911145,1,1522769911063,TRAINING_START,21,0
1522769941114,1,1522769941072,TRAINING_END,21,0
1522769941155,1,1522769941072,BREAK_START,1022,1022
1522769971119,1,1522769971073,BREAK_END,1022,1022
1522769971161,1,1522769971075,TRAINING_START,22,2
1522770001130,1,1522770001086,TRAINING_END,22,2
1522770001172,1,1522770001087,BREAK_START,1023,1023
1522770031133,1,1522770031088,BREAK_END,1023,1023
1522770031175,1,1522770031090,TRAINING_START,23,2
1522770061143,1,1522770061100,TRAINING_END,23,2
1522770061184,1,1522770061102,BREAK_START,1024,1024
1522770091146,1,1522770091103,BREAK_END,1024,1024
1522770091187,1,1522770091104,TRAINING_START,24,0
1522770121155,1,1522770121113,TRAINING_END,24,0
1522770121196,1,1522770121114,BREAK_START,1025,1025
1522770151159,1,1522770151116,BREAK_END,1025,1025
1522770151201,1,1522770151117,TRAINING_START,25,0
1522770181170,1,1522770181127,TRAINING_END,25,0
1522770181211,1,1522770181129,BREAK_START,1026,1026
1522770211175,1,1522770211130,BREAK_END,1026,1026
1522770211216,1,1522770211133,TRAINING_START,26,2
1522770241185,1,1522770241142,TRAINING_END,26,2
1522770241226,1,1522770241143,BREAK_START,1027,1027
1522770271188,1,1522770271144,BREAK_END,1027,1027
1522770271229,1,1522770271145,TRAINING_START,27,2
1522770301197,1,1522770301155,TRAINING_END,27,2
1522770301238,1,1522770301156,BREAK_START,1028,1028
1522770331202,1,1522770331157,BREAK_END,1028,1028
1522770331244,1,1522770331158,TRAINING_START,28,0
1522770361213,1,1522770361168,TRAINING_END,28,0
1522770361254,1,1522770361170,BREAK_START,1029,1029
1522770391215,1,1522770391172,BREAK_END,1029,1029
1522770391256,1,1522770391173,TRAINING_START,29,0
1522770421224,1,1522770421183,TRAINING_END,29,0
1522770421265,1,1522770421184,TASK_END,10000,10000
1522770421306,1,1522770421184,CONNECTION_CLOSE,30000,30000
