timeReceived,version,timeIssued,type,id,label
1520611777420,1,1520611777417,TASK_START,10000,10000
1520611791860,1,1520611791815,BASELINE_START,20000,20000
1520611971864,1,1520611971819,BASELINE_END,20000,20000
1520611971906,1,1520611971820,BREAK_START,1000,1000
1520612001869,1,1520612001824,BREAK_END,1000,1000
1520612001911,1,1520612001825,TRAINING_START,0,2
1520612031882,1,1520612031838,TRAINING_END,0,2
1520612031924,1,1520612031839,BREAK_START,1001,1001
1520612061884,1,1520612061840,BREAK_END,1001,1001
1520612061926,1,1520612061842,TRAINING_START,1,0
1520612091894,1,1520612091850,TRAINING_END,1,0
1520612091935,1,1520612091853,BREAK_START,1002,1002
1520612121898,1,1520612121854,BREAK_END,1002,1002
1520612121940,1,1520612121855,TRAINING_START,2,2
1520612151910,1,1520612151866,TRAINING_END,2,2
1520612151952,1,1520612151867,BREAK_START,1003,1003
1520612181913,1,1520612181869,BREAK_END,1003,1003
1520612181955,1,1520612181870,TRAINING_START,3,2
1520612211924,1,1520612211881,TRAINING_END,3,2
1520612211965,1,1520612211883,BREAK_START,1004,1004
1520612241930,1,1520612241885,BREAK_END,1004,1004
1520612241971,1,1520612241886,TRAINING_START,4,2
1520612271939,1,1520612271897,TRAINING_END,4,2
1520612271980,1,1520612271898,BREAK_START,1005,1005
1520612301943,1,1520612301899,BREAK_END,1005,1005
1520612301985,1,1520612301901,TRAINING_START,5,2
1520612331955,1,1520612331911,TRAINING_END,5,2
1520612331997,1,1520612331912,BREAK_START,1006,1006
1520612361957,1,1520612361914,BREAK_END,1006,1006
1520612361999,1,1520612361914,TRAINING_START,6,2
1520612391968,1,1520612391925,TRAINING_END,6,2
1520612392009,1,1520612391926,BREAK_START,1007,1007
1520612421973,1,1520612421928,BREAK_END,1007,1007
1520612422015,1,1520612421930,TRAINING_START,7,0
1520612451983,1,1520612451940,TRAINING_END,7,0
1520612452024,1,1520612451941,BREAK_START,1008,1008
1520612481985,1,1520612481942,BREAK_END,1008,1008
1520612482026,1,1520612481946,TRAINING_START,8,0
1520612511998,1,1520612511956,TRAINING_END,8,0
1520612512039,1,1520612511957,BREAK_START,1009,1009
1520612542003,1,1520612541958,BREAK_END,1009,1009
1520612542044,1,1520612541960,TRAINING_START,9,2
1520612572012,1,1520612571969,TRAINING_END,9,2
1520612572054,1,1520612571970,BREAK_START,1010,1010
1520612602014,1,1520612601971,BREAK_END,1010,1010
1520612602055,1,1520612601972,TRAINING_START,10,0
1520612632026,1,1520612631982,TRAINING_END,10,0
1520612632068,1,1520612631983,BREAK_START,1011,1011
1520612662029,1,1520612661985,BREAK_END,1011,1011
1520612662071,1,1520612661986,TRAINING_START,11,0
1520612692038,1,1520612691996,TRAINING_END,11,0
1520612692080,1,1520612691998,BREAK_START,1012,1012
1520612722043,1,1520612721999,BREAK_END,1012,1012
1520612722085,1,1520612722001,TRAINING_START,12,2
1520612752058,1,1520612752015,TRAINING_END,12,2
1520612752100,1,1520612752016,BREAK_START,1013,1013
1520612782063,1,1520612782017,BREAK_END,1013,1013
1520612782105,1,1520612782019,TRAINING_START,13,0
1520612812072,1,1520612812029,TRAINING_END,13,0
1520612812114,1,1520612812030,BREAK_START,1014,1014
1520612842076,1,1520612842032,BREAK_END,1014,1014
1520612842117,1,1520612842033,TRAINING_START,14,2
1520612872087,1,1520612872044,TRAINING_END,14,2
1520612872128,1,1520612872045,BREAK_START,1015,1015
1520612902088,1,1520612902046,BREAK_END,1015,1015
1520612902129,1,1520612902047,TRAINING_START,15,2
1520612932098,1,1520612932056,TRAINING_END,15,2
1520612932139,1,1520612932057,BREAK_START,1016,1016
1520612962099,1,1520612962057,BREAK_END,1016,1016
1520612962140,1,1520612962058,TRAINING_START,16,0
1520612992109,1,1520612992065,TRAINING_END,16,0
1520612992150,1,1520612992067,BREAK_START,1017,1017
1520613022110,1,1520613022068,BREAK_END,1017,1017
1520613022151,1,1520613022070,TRAINING_START,17,0
1520613052124,1,1520613052080,TRAINING_END,17,0
1520613052165,1,1520613052083,BREAK_START,1018,1018
1520613082128,1,1520613082084,BREAK_END,1018,1018
1520613082170,1,1520613082086,TRAINING_START,18,2
1520613112139,1,1520613112095,TRAINING_END,18,2
1520613112180,1,1520613112097,BREAK_START,1019,1019
1520613142141,1,1520613142098,BREAK_END,1019,1019
1520613142182,1,1520613142099,TRAINING_START,19,0
1520613172150,1,1520613172109,TRAINING_END,19,0
1520613172191,1,1520613172109,BREAK_START,1020,1020
1520613202154,1,1520613202111,BREAK_END,1020,1020
1520613202195,1,1520613202111,TRAINING_START,20,0
1520613232164,1,1520613232122,TRAINING_END,20,0
1520613232205,1,1520613232123,BREAK_START,1021,1021
1520613262169,1,1520613262124,BREAK_END,1021,1021
1520613262211,1,1520613262125,TRAINING_START,21,2
1520613292180,1,1520613292137,TRAINING_END,21,2
1520613292221,1,1520613292139,BREAK_START,1022,1022
1520613322184,1,1520613322140,BREAK_END,1022,1022
1520613322226,1,1520613322142,TRAINING_START,22,0
1520613352193,1,1520613352150,TRAINING_END,22,0
1520613352234,1,1520613352151,BREAK_START,1023,1023
1520613382198,1,1520613382153,BREAK_END,1023,1023
1520613382240,1,1520613382154,TRAINING_START,23,0
1520613412208,1,1520613412165,TRAINING_END,23,0
1520613412250,1,1520613412166,BREAK_START,1024,1024
1520613442212,1,1520613442168,BREAK_END,1024,1024
1520613442253,1,1520613442169,TRAINING_START,24,2
1520613472223,1,1520613472179,TRAINING_END,24,2
1520613472264,1,1520613472181,BREAK_START,1025,1025
1520613502225,1,1520613502182,BREAK_END,1025,1025
1520613502267,1,1520613502183,TRAINING_START,25,2
1520613532235,1,1520613532193,TRAINING_END,25,2
1520613532276,1,1520613532194,BREAK_START,1026,1026
1520613562237,1,1520613562195,BREAK_END,1026,1026
1520613562279,1,1520613562198,TRAINING_START,26,0
1520613592250,1,1520613592208,TRAINING_END,26,0
1520613592291,1,1520613592209,BREAK_START,1027,1027
1520613622254,1,1520613622210,BREAK_END,1027,1027
1520613622295,1,1520613622211,TRAINING_START,27,0
1520613652265,1,1520613652220,TRAINING_END,27,0
1520613652306,1,1520613652221,BREAK_START,1028,1028
1520613682268,1,1520613682223,BREAK_END,1028,1028
1520613682310,1,1520613682224,TRAINING_START,28,2
1520613712280,1,1520613712235,TRAINING_END,28,2
1520613712322,1,1520613712237,BREAK_START,1029,1029
1520613742283,1,1520613742239,BREAK_END,1029,1029
1520613742325,1,1520613742240,TRAINING_START,29,0
1520613772292,1,1520613772249,TRAINING_END,29,0
1520613772333,1,1520613772251,TASK_END,10000,10000
1520613772374,1,1520613772251,CONNECTION_CLOSE,30000,30000
