timeReceived,version,timeIssued,type,id,label
1520351918062,1,1520351918059,TASK_START,10000,10000
1520351946394,1,1520351946352,BASELINE_START,20000,20000
1520352126401,1,1520352126356,BASELINE_END,20000,20000
1520352126443,1,1520352126357,BREAK_START,1000,1000
1520352156402,1,1520352156358,BREAK_END,1000,1000
1520352156443,1,1520352156360,TRAINING_START,0,2
1520352186413,1,1520352186370,TRAINING_END,0,2
1520352186454,1,1520352186372,BREAK_START,1001,1001
1520352216417,1,1520352216373,BREAK_END,1001,1001
1520352216458,1,1520352216374,TRAINING_START,1,0
1520352246429,1,1520352246385,TRAINING_END,1,0
1520352246470,1,1520352246387,BREAK_START,1002,1002
1520352276433,1,1520352276388,BREAK_END,1002,1002
1520352276475,1,1520352276390,TRAINING_START,2,2
1520352306444,1,1520352306401,TRAINING_END,2,2
1520352306486,1,1520352306402,BREAK_START,1003,1003
1520352336449,1,1520352336405,BREAK_END,1003,1003
1520352336492,1,1520352336407,TRAINING_START,3,2
1520352366460,1,1520352366417,TRAINING_END,3,2
1520352366501,1,1520352366421,BREAK_START,1004,1004
1520352396469,1,1520352396423,BREAK_END,1004,1004
1520352396511,1,1520352396424,TRAINING_START,4,2
1520352426478,1,1520352426435,TRAINING_END,4,2
1520352426520,1,1520352426436,BREAK_START,1005,1005
1520352456483,1,1520352456437,BREAK_END,1005,1005
1520352456526,1,1520352456440,TRAINING_START,5,0
1520352486494,1,1520352486450,TRAINING_END,5,0
1520352486536,1,1520352486451,BREAK_START,1006,1006
1520352516497,1,1520352516453,BREAK_END,1006,1006
1520352516539,1,1520352516454,TRAINING_START,6,0
1520352546507,1,1520352546464,TRAINING_END,6,0
1520352546548,1,1520352546466,BREAK_START,1007,1007
1520352576514,1,1520352576469,BREAK_END,1007,1007
1520352576555,1,1520352576471,TRAINING_START,7,2
1520352606525,1,1520352606481,TRAINING_END,7,2
1520352606566,1,1520352606483,BREAK_START,1008,1008
1520352636529,1,1520352636485,BREAK_END,1008,1008
1520352636571,1,1520352636486,TRAINING_START,8,0
1520352666543,1,1520352666500,TRAINING_END,8,0
1520352666584,1,1520352666501,BREAK_START,1009,1009
1520352696547,1,1520352696503,BREAK_END,1009,1009
