timeReceived,version,timeIssued,type,id,label
1504285376223,1,1504285376219,TASK_START,10000,10000
1504285410110,1,1504285410068,BASELINE_START,20000,20000
1504285590117,1,1504285590071,BASELINE_END,20000,20000
1504285590159,1,1504285590073,BREAK_START,1000,1000
1504285620119,1,1504285620075,BREAK_END,1000,1000
1504285620160,1,1504285620076,TRAINING_START,0,0
1504285650128,1,1504285650085,TRAINING_END,0,0
1504285650169,1,1504285650086,BREAK_START,1001,1001
1504285680131,1,1504285680087,BREAK_END,1001,1001
1504285680173,1,1504285680088,TRAINING_START,1,0
1504285710140,1,1504285710097,TRAINING_END,1,0
1504285710182,1,1504285710098,BREAK_START,1002,1002
1504285740142,1,1504285740099,BREAK_END,1002,1002
1504285740183,1,1504285740100,TRAINING_START,2,2
1504285770152,1,1504285770109,TRAINING_END,2,2
1504285770193,1,1504285770110,BREAK_START,1003,1003
1504285800155,1,1504285800111,BREAK_END,1003,1003
1504285800197,1,1504285800112,TRAINING_START,3,0
1504285830164,1,1504285830121,TRAINING_END,3,0
1504285830205,1,1504285830122,BREAK_START,1004,1004
1504285860167,1,1504285860123,BREAK_END,1004,1004
1504285860209,1,1504285860124,TRAINING_START,4,0
1504285890179,1,1504285890134,TRAINING_END,4,0
1504285890221,1,1504285890136,BREAK_START,1005,1005
1504285920182,1,1504285920137,BREAK_END,1005,1005
1504285920224,1,1504285920138,TRAINING_START,5,2
1504285950192,1,1504285950148,TRAINING_END,5,2
1504285950234,1,1504285950149,BREAK_START,1006,1006
1504285980195,1,1504285980150,BREAK_END,1006,1006
1504285980236,1,1504285980151,TRAINING_START,6,2
1504286010203,1,1504286010160,TRAINING_END,6,2
1504286010244,1,1504286010161,BREAK_START,1007,1007
1504286040206,1,1504286040162,BREAK_END,1007,1007
1504286040248,1,1504286040163,TRAINING_START,7,0
1504286070214,1,1504286070172,TRAINING_END,7,0
1504286070255,1,1504286070172,BREAK_START,1008,1008
1504286100217,1,1504286100173,BREAK_END,1008,1008
1504286100258,1,1504286100175,TRAINING_START,8,2
1504286130226,1,1504286130183,TRAINING_END,8,2
1504286130268,1,1504286130185,BREAK_START,1009,1009
1504286160233,1,1504286160188,BREAK_END,1009,1009
1504286160275,1,1504286160190,TRAINING_START,9,0
1504286190241,1,1504286190198,TRAINING_END,9,0
1504286190282,1,1504286190199,BREAK_START,1010,1010
1504286220245,1,1504286220200,BREAK_END,1010,1010
1504286220287,1,1504286220201,TRAINING_START,10,2
1504286250255,1,1504286250211,TRAINING_END,10,2
1504286250296,1,1504286250212,BREAK_START,1011,1011
1504286280257,1,1504286280213,BREAK_END,1011,1011
1504286280299,1,1504286280214,TRAINING_START,11,0
1504286310267,1,1504286310223,TRAINING_END,11,0
1504286310308,1,1504286310225,BREAK_START,1012,1012
1504286340268,1,1504286340226,BREAK_END,1012,1012
1504286340309,1,1504286340227,TRAINING_START,12,2
1504286370278,1,1504286370235,TRAINING_END,12,2
1504286370319,1,1504286370236,BREAK_START,1013,1013
1504286400282,1,1504286400237,BREAK_END,1013,1013
1504286400324,1,1504286400239,TRAINING_START,13,2
1504286430293,1,1504286430248,TRAINING_END,13,2
1504286430335,1,1504286430250,BREAK_START,1014,1014
1504286460294,1,1504286460251,BREAK_END,1014,1014
1504286460335,1,1504286460252,TRAINING_START,14,2
1504286490304,1,1504286490260,TRAINING_END,14,2
1504286490348,1,1504286490262,BREAK_START,1015,1015
1504286520306,1,1504286520263,BREAK_END,1015,1015
1504286520347,1,1504286520264,TRAINING_START,15,0
1504286550315,1,1504286550272,TRAINING_END,15,0
1504286550356,1,1504286550273,BREAK_START,1016,1016
1504286580318,1,1504286580274,BREAK_END,1016,1016
1504286580359,1,1504286580275,TRAINING_START,16,2
1504286610327,1,1504286610284,TRAINING_END,16,2
1504286610368,1,1504286610286,BREAK_START,1017,1017
1504286640330,1,1504286640287,BREAK_END,1017,1017
1504286640371,1,1504286640288,TRAINING_START,17,2
1504286670339,1,1504286670296,TRAINING_END,17,2
1504286670380,1,1504286670297,BREAK_START,1018,1018
1504286700346,1,1504286700303,BREAK_END,1018,1018
1504286700388,1,1504286700304,TRAINING_START,18,0
1504286730360,1,1504286730316,TRAINING_END,18,0
1504286730402,1,1504286730317,BREAK_START,1019,1019
1504286760361,1,1504286760318,BREAK_END,1019,1019
1504286760402,1,1504286760319,TRAINING_START,19,0
1504286790372,1,1504286790327,TRAINING_END,19,0
1504286790413,1,1504286790329,TASK_END,10000,10000
1504286790454,1,1504286790330,CONNECTION_CLOSE,30000,30000
